benchmark-tls-broker-runtime=Apache Kafka 4.3.1 OpenSSL 3.5.7 TLS 1.3
goos: darwin
goarch: arm64
pkg: github.com/faustbrian/golib/pkg/kafka/benchmarks/clients
cpu: Apple M4 Max
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/golib-policy-16         	      10	  13114404 ns/op	   0.01 MB/s	    5471 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	    309933 ns/op	   3.30 MB/s	    4699 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	   2301362 ns/op	   0.44 MB/s	    4802 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	    280892 ns/op	   3.65 MB/s	    4522 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	   2044742 ns/op	   0.50 MB/s	    4802 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	    337488 ns/op	   3.03 MB/s	    4648 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	    882546 ns/op	   1.16 MB/s	    4804 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	    781983 ns/op	   1.31 MB/s	    4804 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	    428875 ns/op	   2.39 MB/s	    5085 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	    922962 ns/op	   1.11 MB/s	    4755 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/raw-franz-go-16        	      10	    417371 ns/op	   2.45 MB/s	    4934 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   7279329 ns/op	   0.14 MB/s	    8417 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   6794475 ns/op	   0.15 MB/s	    8128 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   6721921 ns/op	   0.15 MB/s	    8164 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   7142900 ns/op	   0.14 MB/s	    8264 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   7274733 ns/op	   0.14 MB/s	    8161 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   8872062 ns/op	   0.12 MB/s	    8157 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   6540088 ns/op	   0.16 MB/s	    8159 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   8676692 ns/op	   0.12 MB/s	    8128 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   9560633 ns/op	   0.11 MB/s	    8449 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-256/1024B/sarama-16              	      10	   6821496 ns/op	   0.15 MB/s	    8289 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    964229 ns/op	   0.13 MB/s	    5489 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    909321 ns/op	   0.14 MB/s	    5764 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    405142 ns/op	   0.32 MB/s	    5400 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    391504 ns/op	   0.33 MB/s	    5383 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    375342 ns/op	   0.34 MB/s	    5406 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	   1126017 ns/op	   0.11 MB/s	    5406 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    439346 ns/op	   0.29 MB/s	    5361 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    321779 ns/op	   0.40 MB/s	    5528 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    342954 ns/op	   0.37 MB/s	    5404 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/golib-policy-16         	      10	    361812 ns/op	   0.35 MB/s	    5336 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	   1717862 ns/op	   0.07 MB/s	    4591 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	    302192 ns/op	   0.42 MB/s	    4584 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	   1012304 ns/op	   0.13 MB/s	    4368 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	    784925 ns/op	   0.16 MB/s	    4591 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	    773754 ns/op	   0.17 MB/s	    4367 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	    918233 ns/op	   0.14 MB/s	    4367 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	    494571 ns/op	   0.26 MB/s	    4473 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	   1616029 ns/op	   0.08 MB/s	    4566 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	    427596 ns/op	   0.30 MB/s	    4495 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/raw-franz-go-16         	      10	    384075 ns/op	   0.33 MB/s	    4655 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   8876342 ns/op	   0.01 MB/s	    6239 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   7173371 ns/op	   0.02 MB/s	    6342 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   6825442 ns/op	   0.02 MB/s	    6209 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   7783100 ns/op	   0.02 MB/s	    6208 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   7899208 ns/op	   0.02 MB/s	    6256 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   7095783 ns/op	   0.02 MB/s	    6344 B/op	      97 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   6508058 ns/op	   0.02 MB/s	    6276 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   7384067 ns/op	   0.02 MB/s	    6276 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   7066238 ns/op	   0.02 MB/s	    6216 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/128B/sarama-16               	      10	   9175329 ns/op	   0.01 MB/s	    6208 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	    443021 ns/op	   2.31 MB/s	    6540 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	    839567 ns/op	   1.22 MB/s	    6540 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	    407862 ns/op	   2.51 MB/s	    6670 B/op	      72 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	   1242779 ns/op	   0.82 MB/s	    6384 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	    434833 ns/op	   2.35 MB/s	    6435 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	    966746 ns/op	   1.06 MB/s	    6540 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	    512575 ns/op	   2.00 MB/s	    6435 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	   1074262 ns/op	   0.95 MB/s	    6540 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	    327375 ns/op	   3.13 MB/s	    6427 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/golib-policy-16        	      10	    781454 ns/op	   1.31 MB/s	    6586 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	    830796 ns/op	   1.23 MB/s	    4827 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	   1275779 ns/op	   0.80 MB/s	    5216 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	    338246 ns/op	   3.03 MB/s	    4957 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	    803588 ns/op	   1.27 MB/s	    4930 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	    802100 ns/op	   1.28 MB/s	    4699 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	    397075 ns/op	   2.58 MB/s	    4602 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	   1690454 ns/op	   0.61 MB/s	    4804 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	    611254 ns/op	   1.68 MB/s	    5216 B/op	      61 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	    898896 ns/op	   1.14 MB/s	    4674 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/raw-franz-go-16        	      10	   1281325 ns/op	   0.80 MB/s	    4497 B/op	      60 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   6729383 ns/op	   0.15 MB/s	    8289 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   6912842 ns/op	   0.15 MB/s	    8267 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   8200804 ns/op	   0.12 MB/s	    8257 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   6635258 ns/op	   0.15 MB/s	    8289 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   6925383 ns/op	   0.15 MB/s	    8403 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   8193383 ns/op	   0.12 MB/s	    8129 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   7481571 ns/op	   0.14 MB/s	    8257 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	  11346229 ns/op	   0.09 MB/s	    8129 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   6804233 ns/op	   0.15 MB/s	    8280 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedSynchronousProduce/scram-sha-512/1024B/sarama-16              	      10	   7870917 ns/op	   0.13 MB/s	    8260 B/op	      96 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  28403512 ns/op	         1.000 connections/op	  432009 B/op	    2996 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  30229071 ns/op	         1.000 connections/op	  433233 B/op	    3006 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  31227054 ns/op	         1.000 connections/op	  432789 B/op	    2997 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  31090329 ns/op	         1.000 connections/op	  433016 B/op	    3003 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  31921021 ns/op	         1.000 connections/op	  431764 B/op	    2995 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  28017733 ns/op	         1.000 connections/op	  432766 B/op	    3004 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  26551979 ns/op	         1.000 connections/op	  433972 B/op	    3005 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  25336658 ns/op	         1.000 connections/op	  430945 B/op	    2992 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  30385579 ns/op	         1.000 connections/op	  433692 B/op	    2996 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/golib-policy-16                      	      10	  24826408 ns/op	         1.000 connections/op	  432367 B/op	    3004 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  26597229 ns/op	         1.000 connections/op	  401720 B/op	    2620 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  23717525 ns/op	         1.000 connections/op	  401467 B/op	    2611 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  25282088 ns/op	         1.000 connections/op	  403502 B/op	    2614 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  27889229 ns/op	         1.000 connections/op	  401381 B/op	    2613 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  26058304 ns/op	         1.000 connections/op	  401288 B/op	    2612 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  25081508 ns/op	         1.000 connections/op	  401612 B/op	    2612 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  28402438 ns/op	         1.000 connections/op	  403063 B/op	    2622 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  27316117 ns/op	         1.000 connections/op	  403116 B/op	    2623 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  28972300 ns/op	         1.000 connections/op	  403288 B/op	    2623 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/raw-franz-go-16                      	      10	  35900729 ns/op	         1.000 connections/op	  402182 B/op	    2623 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  15988121 ns/op	         1.000 connections/op	 1158100 B/op	    8321 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  22145138 ns/op	         1.000 connections/op	 1141620 B/op	    8343 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  22926567 ns/op	         1.000 connections/op	 1158453 B/op	    8385 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  26879175 ns/op	         1.000 connections/op	 1157632 B/op	    8402 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  25284862 ns/op	         1.000 connections/op	 1159341 B/op	    8428 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  26283204 ns/op	         1.000 connections/op	 1156295 B/op	    8456 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  21762812 ns/op	         1.000 connections/op	 1154717 B/op	    8462 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  19365158 ns/op	         1.000 connections/op	 1159820 B/op	    8514 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  17518496 ns/op	         1.000 connections/op	 1153727 B/op	    8520 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/mtls/sarama-16                            	      10	  23951662 ns/op	         1.000 connections/op	 1164986 B/op	    8533 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  20982233 ns/op	         1.000 connections/op	  395493 B/op	    2715 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  27413712 ns/op	         1.000 connections/op	  396888 B/op	    2718 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  28834200 ns/op	         1.000 connections/op	  398300 B/op	    2735 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  24587896 ns/op	         1.000 connections/op	  396376 B/op	    2726 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  27566183 ns/op	         1.000 connections/op	  398126 B/op	    2734 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  24099112 ns/op	         1.000 connections/op	  395736 B/op	    2716 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  23513175 ns/op	         1.000 connections/op	  396194 B/op	    2718 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  26056079 ns/op	         1.000 connections/op	  396159 B/op	    2724 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  30368004 ns/op	         1.000 connections/op	  399108 B/op	    2735 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/golib-policy-16                	      10	  31438217 ns/op	         1.000 connections/op	  396712 B/op	    2726 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  30600650 ns/op	         1.000 connections/op	  392736 B/op	    2654 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  29149688 ns/op	         1.000 connections/op	  390010 B/op	    2641 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  29940608 ns/op	         1.000 connections/op	  391188 B/op	    2649 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  24179354 ns/op	         1.000 connections/op	  390952 B/op	    2649 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  27747029 ns/op	         1.000 connections/op	  391439 B/op	    2659 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  37518808 ns/op	         1.000 connections/op	  392242 B/op	    2659 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  31884025 ns/op	         1.000 connections/op	  389838 B/op	    2641 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  31233375 ns/op	         1.000 connections/op	  391244 B/op	    2650 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  27426608 ns/op	         1.000 connections/op	  390842 B/op	    2643 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16                	      10	  36841075 ns/op	         1.000 connections/op	  389682 B/op	    2639 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  28626258 ns/op	         1.000 connections/op	 1185615 B/op	    9098 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  31049300 ns/op	         1.000 connections/op	 1192078 B/op	    9128 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  28291963 ns/op	         1.000 connections/op	 1192979 B/op	    9154 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  20034104 ns/op	         1.000 connections/op	 1190218 B/op	    9183 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  20553171 ns/op	         1.000 connections/op	 1196831 B/op	    9208 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  22122125 ns/op	         1.000 connections/op	 1193292 B/op	    9215 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  24585508 ns/op	         1.000 connections/op	 1199281 B/op	    9257 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  25313075 ns/op	         1.000 connections/op	 1197075 B/op	    9268 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  22592750 ns/op	         1.000 connections/op	 1196536 B/op	    9282 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16                      	      10	  25087379 ns/op	         1.000 connections/op	 1199415 B/op	    9317 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  24843175 ns/op	         1.000 connections/op	  415995 B/op	    2973 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  29446804 ns/op	         1.000 connections/op	  413570 B/op	    2962 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  25355646 ns/op	         1.000 connections/op	  415739 B/op	    2973 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  26723571 ns/op	         1.000 connections/op	  416252 B/op	    2974 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  20440204 ns/op	         1.000 connections/op	  413976 B/op	    2963 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  27022100 ns/op	         1.000 connections/op	  414417 B/op	    2972 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  28415737 ns/op	         1.000 connections/op	  414971 B/op	    2973 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  26616662 ns/op	         1.000 connections/op	  414149 B/op	    2970 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  24344858 ns/op	         1.000 connections/op	  414128 B/op	    2965 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/golib-policy-16             	      10	  19109892 ns/op	         1.000 connections/op	  416560 B/op	    2982 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  25047708 ns/op	         1.000 connections/op	  409416 B/op	    2904 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  24742150 ns/op	         1.000 connections/op	  408432 B/op	    2901 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  29773758 ns/op	         1.000 connections/op	  409812 B/op	    2905 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  28811825 ns/op	         1.000 connections/op	  409143 B/op	    2890 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  26905392 ns/op	         1.000 connections/op	  408417 B/op	    2893 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  28165504 ns/op	         1.000 connections/op	  408266 B/op	    2890 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  28104983 ns/op	         1.000 connections/op	  409328 B/op	    2896 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  30545537 ns/op	         1.000 connections/op	  407295 B/op	    2891 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  30560638 ns/op	         1.000 connections/op	  408514 B/op	    2887 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/raw-franz-go-16             	      10	  32330592 ns/op	         1.000 connections/op	  408534 B/op	    2895 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/scram-sha-256/sarama-16                   	      10	  26751196 ns/op	         1.000 connections/op	 1245920 B/op	   10030 allocs/op
