benchmark-tls-broker-runtime=Apache Kafka 4.3.1 OpenSSL 3.5.7 TLS 1.3
goos: darwin
goarch: arm64
pkg: github.com/faustbrian/golib/pkg/kafka/benchmarks/clients
cpu: Apple M4 Max
BenchmarkEquivalentAuthenticatedSynchronousProduce/mtls/128B/golib-policy-16         	      10	   3736983 ns/op	   0.03 MB/s	    5212 B/op	      71 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16       	      10	 119557917 ns/op	         1.000 connections/op	  391128 B/op	    2641 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16       	      10	 127143275 ns/op	         1.000 connections/op	  389307 B/op	    2633 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16       	      10	  95641250 ns/op	         1.000 connections/op	  389677 B/op	    2634 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16       	      10	 111950333 ns/op	         1.000 connections/op	  390804 B/op	    2635 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16       	      10	 146559696 ns/op	         1.000 connections/op	  390263 B/op	    2635 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16       	      10	 267410979 ns/op	         1.000 connections/op	  390530 B/op	    2636 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16       	      10	 172224225 ns/op	         1.000 connections/op	  391627 B/op	    2650 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/raw-franz-go-16       	      10	 155701929 ns/op	         1.000 connections/op	  390639 B/op	    2636 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	 176455483 ns/op	         1.000 connections/op	  910332 B/op	    6209 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	 109363283 ns/op	         1.000 connections/op	  909800 B/op	    6224 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	 196581754 ns/op	         1.000 connections/op	  917278 B/op	    6271 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	 203571696 ns/op	         1.000 connections/op	  906122 B/op	    6266 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	 158246454 ns/op	         1.000 connections/op	  914060 B/op	    6306 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	  82467483 ns/op	         1.000 connections/op	  916317 B/op	    6314 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	 167278900 ns/op	         1.000 connections/op	  923148 B/op	    6376 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	 117810229 ns/op	         1.000 connections/op	  919930 B/op	    6373 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	  97224421 ns/op	         1.000 connections/op	  923708 B/op	    6409 allocs/op
BenchmarkEquivalentAuthenticatedConnectProduceClose/sasl-plain/sarama-16             	      10	 114433883 ns/op	         1.000 connections/op	  922366 B/op	    6420 allocs/op
PASS
ok  	github.com/faustbrian/golib/pkg/kafka/benchmarks/clients	184.734s
